Date	Temperature [°C]
'09-Jul-2022 16:25:08'	28.933
'09-Jul-2022 17:25:08'	28.99
'09-Jul-2022 18:25:08'	29.047
'09-Jul-2022 19:25:08'	29.103
'09-Jul-2022 20:25:08'	29.156
'09-Jul-2022 21:25:08'	29.102
'09-Jul-2022 22:25:08'	29.103
'09-Jul-2022 23:25:08'	29.003
'10-Jul-2022 00:25:08'	28.934
'10-Jul-2022 01:25:08'	28.825
'10-Jul-2022 02:25:08'	28.714
'10-Jul-2022 03:25:08'	28.544
'10-Jul-2022 04:25:08'	28.432
'10-Jul-2022 05:25:08'	28.319
'10-Jul-2022 06:25:08'	28.319
'10-Jul-2022 07:25:08'	28.32
'10-Jul-2022 08:25:08'	28.375
'10-Jul-2022 09:25:08'	28.528
'10-Jul-2022 10:25:08'	28.152
'10-Jul-2022 11:25:08'	28.488
'10-Jul-2022 12:25:08'	28.767
'10-Jul-2022 13:25:08'	28.767
'10-Jul-2022 14:25:08'	28.878
'10-Jul-2022 15:25:08'	28.823
'10-Jul-2022 16:25:08'	28.879
'10-Jul-2022 17:25:08'	28.935
'10-Jul-2022 18:25:08'	28.935
'10-Jul-2022 19:25:08'	28.99
'10-Jul-2022 20:25:08'	28.99
'10-Jul-2022 21:25:08'	29.047
'10-Jul-2022 22:25:08'	28.992
'10-Jul-2022 23:25:08'	28.99
'11-Jul-2022 00:25:08'	28.934
'11-Jul-2022 01:25:08'	28.825
'11-Jul-2022 02:25:08'	28.712
'11-Jul-2022 03:25:08'	28.599
'11-Jul-2022 04:25:08'	28.489
'11-Jul-2022 05:25:08'	28.376
'11-Jul-2022 06:25:08'	28.32
'11-Jul-2022 07:25:08'	28.32
'11-Jul-2022 08:25:08'	28.487
'11-Jul-2022 09:25:08'	28.604
'11-Jul-2022 10:25:08'	28.655
'11-Jul-2022 11:25:08'	28.768
'11-Jul-2022 12:25:08'	28.768
'11-Jul-2022 13:25:08'	28.822
'11-Jul-2022 14:25:08'	28.877
'11-Jul-2022 15:25:08'	28.937
'11-Jul-2022 16:25:08'	28.936
'11-Jul-2022 17:25:08'	28.933
'11-Jul-2022 18:25:08'	28.995
'11-Jul-2022 19:25:08'	28.879
'11-Jul-2022 20:25:08'	28.993
'11-Jul-2022 21:25:08'	28.992
'11-Jul-2022 22:25:08'	28.991
'11-Jul-2022 23:25:08'	28.991
'12-Jul-2022 00:25:08'	28.992
'12-Jul-2022 01:25:08'	28.88
'12-Jul-2022 02:25:08'	28.824
'12-Jul-2022 03:25:08'	28.826
'12-Jul-2022 04:25:08'	28.711
'12-Jul-2022 05:25:08'	28.711
'12-Jul-2022 06:25:08'	28.656
'12-Jul-2022 07:25:08'	28.656
'12-Jul-2022 08:25:08'	28.658
'12-Jul-2022 09:25:08'	28.656
'12-Jul-2022 10:25:08'	28.153
'12-Jul-2022 11:25:08'	28.321
'12-Jul-2022 12:25:08'	28.657
'12-Jul-2022 13:25:08'	28.824
'12-Jul-2022 14:25:08'	28.88
'12-Jul-2022 15:25:08'	28.88
'12-Jul-2022 16:25:08'	28.88
'12-Jul-2022 17:25:08'	28.88
'12-Jul-2022 18:25:08'	28.935
'12-Jul-2022 19:25:08'	28.935
'12-Jul-2022 20:25:08'	28.991
'12-Jul-2022 21:25:08'	28.991
'12-Jul-2022 22:25:08'	28.992
'12-Jul-2022 23:25:08'	29.048
'13-Jul-2022 00:25:08'	28.933
'13-Jul-2022 01:25:08'	28.825
'13-Jul-2022 02:25:08'	28.768
'13-Jul-2022 03:25:08'	28.768
'13-Jul-2022 04:25:08'	28.712
'13-Jul-2022 05:25:08'	28.657
'13-Jul-2022 06:25:08'	28.6
'13-Jul-2022 07:25:08'	28.599
'13-Jul-2022 08:25:08'	28.655
'13-Jul-2022 09:25:08'	28.71
'13-Jul-2022 10:25:08'	28.489
'13-Jul-2022 11:25:08'	28.489
'13-Jul-2022 12:25:08'	28.598
'13-Jul-2022 13:25:08'	28.823
'13-Jul-2022 14:25:08'	28.934
'13-Jul-2022 15:25:08'	28.712
'13-Jul-2022 16:25:08'	28.822
'13-Jul-2022 17:25:08'	28.768
'13-Jul-2022 18:25:08'	29.048
'13-Jul-2022 19:25:08'	29.047
'13-Jul-2022 20:25:08'	29.051
'13-Jul-2022 21:25:08'	29.103
'13-Jul-2022 22:25:08'	29.047
'13-Jul-2022 23:25:08'	29.048
'14-Jul-2022 00:25:08'	29.046
'14-Jul-2022 01:25:08'	29.1
'14-Jul-2022 02:25:08'	28.991
'14-Jul-2022 03:25:08'	28.879
'14-Jul-2022 04:25:08'	28.824
'14-Jul-2022 05:25:08'	28.712
'14-Jul-2022 06:25:08'	28.599
'14-Jul-2022 07:25:08'	28.596
'14-Jul-2022 08:25:08'	28.71
'14-Jul-2022 09:25:08'	28.772
'14-Jul-2022 10:25:08'	28.768
'14-Jul-2022 11:25:08'	28.712
'14-Jul-2022 12:25:08'	28.656
'14-Jul-2022 13:25:08'	28.993
'14-Jul-2022 14:25:08'	29.047
'14-Jul-2022 15:25:08'	28.88
'14-Jul-2022 16:25:08'	29.047
'14-Jul-2022 17:25:08'	29.158
'14-Jul-2022 18:25:08'	29.27
'14-Jul-2022 19:25:08'	29.27
'14-Jul-2022 20:25:08'	29.27
'14-Jul-2022 21:25:08'	29.271
'14-Jul-2022 22:25:08'	29.274
'14-Jul-2022 23:25:08'	29.271
'15-Jul-2022 00:25:08'	29.326
'15-Jul-2022 01:25:08'	29.159
'15-Jul-2022 02:25:08'	29.16
'15-Jul-2022 03:25:08'	29.103
'15-Jul-2022 04:25:08'	29.047
'15-Jul-2022 05:25:08'	28.991
'15-Jul-2022 06:25:08'	28.936
'15-Jul-2022 07:25:08'	28.88
'15-Jul-2022 08:25:08'	28.934
'15-Jul-2022 09:25:08'	29.047
'15-Jul-2022 10:25:08'	28.935
'15-Jul-2022 11:25:08'	28.936
'15-Jul-2022 12:25:08'	28.879
'15-Jul-2022 13:25:08'	29.215
'15-Jul-2022 14:25:08'	29.215
'15-Jul-2022 15:25:08'	29.16
'15-Jul-2022 16:25:08'	29.271
'15-Jul-2022 17:25:08'	29.326
'15-Jul-2022 18:25:08'	29.382
'15-Jul-2022 19:25:08'	29.382
'15-Jul-2022 20:25:08'	29.382
'15-Jul-2022 21:25:08'	29.438
'15-Jul-2022 22:25:08'	29.437
'15-Jul-2022 23:25:08'	29.382
'16-Jul-2022 00:25:08'	29.382
'16-Jul-2022 01:25:08'	29.327
'16-Jul-2022 02:25:08'	29.27
'16-Jul-2022 03:25:08'	29.214
'16-Jul-2022 04:25:08'	29.159
'16-Jul-2022 05:25:08'	29.103
'16-Jul-2022 06:25:08'	28.992
'16-Jul-2022 07:25:08'	28.995
'16-Jul-2022 08:25:08'	29.047
'16-Jul-2022 09:25:08'	29.103
'16-Jul-2022 10:25:08'	28.991
'16-Jul-2022 11:25:08'	29.023
'16-Jul-2022 12:25:08'	29.047
'16-Jul-2022 13:25:08'	29.326
'16-Jul-2022 14:25:08'	29.326
'16-Jul-2022 15:25:08'	29.215
'16-Jul-2022 16:25:08'	29.55
'16-Jul-2022 17:25:08'	29.606
'16-Jul-2022 18:25:08'	29.438
'16-Jul-2022 19:25:08'	29.605
'16-Jul-2022 20:25:08'	29.606
'16-Jul-2022 21:25:08'	29.554
'16-Jul-2022 22:25:08'	29.55
'16-Jul-2022 23:25:08'	29.549
'17-Jul-2022 00:25:08'	29.606
'17-Jul-2022 01:25:08'	29.437
'17-Jul-2022 02:25:08'	29.437
'17-Jul-2022 03:25:08'	29.383
'17-Jul-2022 04:25:08'	29.326
'17-Jul-2022 05:25:08'	29.27
'17-Jul-2022 06:25:08'	29.215
'17-Jul-2022 07:25:08'	29.271
'17-Jul-2022 08:25:08'	29.103
'17-Jul-2022 09:25:08'	29.272
'17-Jul-2022 10:25:08'	29.27
'17-Jul-2022 11:25:08'	29.382
'17-Jul-2022 12:25:08'	29.438
'17-Jul-2022 13:25:08'	29.439
'17-Jul-2022 14:25:08'	29.494
'17-Jul-2022 15:25:08'	29.326
'17-Jul-2022 16:25:08'	29.438
'17-Jul-2022 17:25:08'	29.55
'17-Jul-2022 18:25:08'	29.662
'17-Jul-2022 19:25:08'	29.662
'17-Jul-2022 20:25:08'	29.717
'17-Jul-2022 21:25:08'	29.718
'17-Jul-2022 22:25:08'	29.718
'17-Jul-2022 23:25:08'	29.718
'18-Jul-2022 00:25:08'	29.718
'18-Jul-2022 01:25:08'	29.718
'18-Jul-2022 02:25:08'	29.718
'18-Jul-2022 03:25:08'	29.662
'18-Jul-2022 04:25:08'	29.83
'18-Jul-2022 05:25:08'	29.662
'18-Jul-2022 06:25:08'	29.55
'18-Jul-2022 07:25:08'	29.607
'18-Jul-2022 08:25:08'	29.55
'18-Jul-2022 09:25:08'	29.605
'18-Jul-2022 10:25:08'	29.662
'18-Jul-2022 11:25:08'	29.661
'18-Jul-2022 12:25:08'	29.662
'18-Jul-2022 13:25:08'	29.718
'18-Jul-2022 14:25:08'	29.774
'18-Jul-2022 15:25:08'	29.774
'18-Jul-2022 16:25:08'	29.831
'18-Jul-2022 17:25:08'	29.83
'18-Jul-2022 18:25:08'	29.83
'18-Jul-2022 19:25:08'	29.83
'18-Jul-2022 20:25:08'	29.884
'18-Jul-2022 21:25:08'	29.886
'18-Jul-2022 22:25:08'	29.887
'18-Jul-2022 23:25:08'	29.886
'19-Jul-2022 00:25:08'	29.886
'19-Jul-2022 01:25:08'	29.83
'19-Jul-2022 02:25:08'	29.999
'19-Jul-2022 03:25:08'	29.887
'19-Jul-2022 04:25:08'	29.774
'19-Jul-2022 05:25:08'	29.717
'19-Jul-2022 06:25:08'	29.718
'19-Jul-2022 07:25:08'	29.717
'19-Jul-2022 08:25:08'	29.718
'19-Jul-2022 09:25:08'	29.774
'19-Jul-2022 10:25:08'	29.662
'19-Jul-2022 11:25:08'	29.774
'19-Jul-2022 12:25:08'	29.661
'19-Jul-2022 13:25:08'	29.774
'19-Jul-2022 14:25:08'	29.886
'19-Jul-2022 15:25:08'	29.83
'19-Jul-2022 16:25:08'	29.885
'19-Jul-2022 17:25:08'	29.885
'19-Jul-2022 18:25:08'	30.053
'19-Jul-2022 19:25:08'	30.109
'19-Jul-2022 20:25:08'	30.109
'19-Jul-2022 21:25:08'	30.11
'19-Jul-2022 22:25:08'	30.11
'19-Jul-2022 23:25:08'	30.11
'20-Jul-2022 00:25:08'	30.11
'20-Jul-2022 01:25:08'	30.11
'20-Jul-2022 02:25:08'	30.109
'20-Jul-2022 03:25:08'	30.054
'20-Jul-2022 04:25:08'	30.054
'20-Jul-2022 05:25:08'	29.998
'20-Jul-2022 06:25:08'	29.942
'20-Jul-2022 07:25:08'	29.942
'20-Jul-2022 08:25:08'	29.998
'20-Jul-2022 09:25:08'	29.998
'20-Jul-2022 10:25:08'	29.942
'20-Jul-2022 11:25:08'	29.998
'20-Jul-2022 12:25:08'	29.998
'20-Jul-2022 13:25:08'	30.11
'20-Jul-2022 14:25:08'	30.054
'20-Jul-2022 15:25:08'	30.054
'20-Jul-2022 16:25:08'	30.11
'20-Jul-2022 17:25:08'	30.054
'20-Jul-2022 18:25:08'	30.278
'20-Jul-2022 19:25:08'	30.333
'20-Jul-2022 20:25:08'	30.333
'20-Jul-2022 21:25:08'	30.333
'20-Jul-2022 22:25:08'	30.334
'20-Jul-2022 23:25:08'	30.389
'21-Jul-2022 00:25:08'	30.333
'21-Jul-2022 01:25:08'	30.333
'21-Jul-2022 02:25:08'	30.354
'21-Jul-2022 03:25:08'	30.333
'21-Jul-2022 04:25:08'	30.221
'21-Jul-2022 05:25:08'	30.278
'21-Jul-2022 06:25:08'	30.166
'21-Jul-2022 07:25:08'	30.165
'21-Jul-2022 08:25:08'	30.166
'21-Jul-2022 09:25:08'	30.251
'21-Jul-2022 10:25:08'	29.886
'21-Jul-2022 11:25:08'	30.221
'21-Jul-2022 12:25:08'	30.278
'21-Jul-2022 13:25:08'	30.334
'21-Jul-2022 14:25:08'	30.445
'21-Jul-2022 15:25:08'	30.334
'21-Jul-2022 16:25:08'	30.334
'21-Jul-2022 17:25:08'	30.389
'21-Jul-2022 18:25:08'	30.557
'21-Jul-2022 19:25:08'	30.556
'21-Jul-2022 20:25:08'	30.612
'21-Jul-2022 21:25:08'	30.613
'21-Jul-2022 22:25:08'	30.613
'21-Jul-2022 23:25:08'	30.612
'22-Jul-2022 00:25:08'	30.612
'22-Jul-2022 01:25:08'	30.557
'22-Jul-2022 02:25:08'	30.557
'22-Jul-2022 03:25:08'	30.501
'22-Jul-2022 04:25:08'	30.501
'22-Jul-2022 05:25:08'	30.446
'22-Jul-2022 06:25:08'	30.39
'22-Jul-2022 07:25:08'	30.389
'22-Jul-2022 08:25:08'	30.391
'22-Jul-2022 09:25:08'	30.502
'22-Jul-2022 10:25:08'	30.278
'22-Jul-2022 11:25:08'	30.335
'22-Jul-2022 12:25:08'	30.501
'22-Jul-2022 13:25:08'	30.612
'22-Jul-2022 14:25:08'	30.669
'22-Jul-2022 15:25:08'	30.557
'22-Jul-2022 16:25:08'	30.613
'22-Jul-2022 17:25:08'	30.668
'22-Jul-2022 18:25:08'	30.725
'22-Jul-2022 19:25:08'	30.78
'22-Jul-2022 20:25:08'	30.781
'22-Jul-2022 21:25:08'	30.78
'22-Jul-2022 22:25:08'	30.78
'22-Jul-2022 23:25:08'	30.837
'23-Jul-2022 00:25:08'	30.725
'23-Jul-2022 01:25:08'	30.837
'23-Jul-2022 02:25:08'	30.725
'23-Jul-2022 03:25:08'	30.669
'23-Jul-2022 04:25:08'	30.669
'23-Jul-2022 05:25:08'	30.613
'23-Jul-2022 06:25:08'	30.613
'23-Jul-2022 07:25:08'	30.613
'23-Jul-2022 08:25:08'	30.502
'23-Jul-2022 09:25:08'	30.56
'23-Jul-2022 10:25:08'	30.67
'23-Jul-2022 11:25:08'	30.726
'23-Jul-2022 12:25:08'	30.725
'23-Jul-2022 13:25:08'	30.781
'23-Jul-2022 14:25:08'	30.837
'23-Jul-2022 15:25:08'	30.725
'23-Jul-2022 16:25:08'	30.837
'23-Jul-2022 17:25:08'	30.78
'23-Jul-2022 18:25:08'	30.613
'23-Jul-2022 19:25:08'	30.949
'23-Jul-2022 20:25:08'	30.893
'23-Jul-2022 21:25:08'	30.949
'23-Jul-2022 22:25:08'	30.897
'23-Jul-2022 23:25:08'	30.893
'24-Jul-2022 00:25:08'	30.893
'24-Jul-2022 01:25:08'	30.837
'24-Jul-2022 02:25:08'	30.837
'24-Jul-2022 03:25:08'	30.781
'24-Jul-2022 04:25:08'	30.725
'24-Jul-2022 05:25:08'	30.726
'24-Jul-2022 06:25:08'	30.725
'24-Jul-2022 07:25:08'	30.67
'24-Jul-2022 08:25:08'	30.389
'24-Jul-2022 09:25:08'	30.501
'24-Jul-2022 10:25:08'	30.445
'24-Jul-2022 11:25:08'	30.502
'24-Jul-2022 12:25:08'	30.837
'24-Jul-2022 13:25:08'	30.837
'24-Jul-2022 14:25:08'	30.893
'24-Jul-2022 15:25:08'	30.781
'24-Jul-2022 16:25:08'	30.836
'24-Jul-2022 17:25:08'	30.893
'24-Jul-2022 18:25:08'	30.894
'24-Jul-2022 19:25:08'	31.005
'24-Jul-2022 20:25:08'	31.005
'24-Jul-2022 21:25:08'	31.005
'24-Jul-2022 22:25:08'	31.005
'24-Jul-2022 23:25:08'	31.006
'25-Jul-2022 00:25:08'	30.949
'25-Jul-2022 01:25:08'	30.95
'25-Jul-2022 02:25:08'	30.893
'25-Jul-2022 03:25:08'	30.837
'25-Jul-2022 04:25:08'	30.782
'25-Jul-2022 05:25:08'	30.725
'25-Jul-2022 06:25:08'	30.726
'25-Jul-2022 07:25:08'	30.669
'25-Jul-2022 08:25:08'	30.726
'25-Jul-2022 09:25:08'	30.725
'25-Jul-2022 10:25:08'	30.725
'25-Jul-2022 11:25:08'	30.782
'25-Jul-2022 12:25:08'	30.894
'25-Jul-2022 13:25:08'	30.949
'25-Jul-2022 14:25:08'	30.894
'25-Jul-2022 15:25:08'	30.894
'25-Jul-2022 16:25:08'	30.95
'25-Jul-2022 17:25:08'	31.061
'25-Jul-2022 18:25:08'	31.118
'25-Jul-2022 19:25:08'	31.118
'25-Jul-2022 20:25:08'	31.117
'25-Jul-2022 21:25:08'	31.117
'25-Jul-2022 22:25:08'	31.117
'25-Jul-2022 23:25:08'	31.117
'26-Jul-2022 00:25:08'	30.838
'26-Jul-2022 01:25:08'	31.062
'26-Jul-2022 02:25:08'	31.005
'26-Jul-2022 03:25:08'	31.061
'26-Jul-2022 04:25:08'	30.95
'26-Jul-2022 05:25:08'	30.95
'26-Jul-2022 06:25:08'	30.95
'26-Jul-2022 07:25:08'	30.894
'26-Jul-2022 08:25:08'	30.894
'26-Jul-2022 09:25:08'	30.95
'26-Jul-2022 10:25:08'	30.726
'26-Jul-2022 11:25:08'	30.894
'26-Jul-2022 12:25:08'	30.95
'26-Jul-2022 13:25:08'	31.006
'26-Jul-2022 14:25:08'	31.061
'26-Jul-2022 15:25:08'	31.117
'26-Jul-2022 16:25:08'	31.117
'26-Jul-2022 17:25:08'	31.118
'26-Jul-2022 18:25:08'	31.173
'26-Jul-2022 19:25:08'	31.173
'26-Jul-2022 20:25:08'	31.174
'26-Jul-2022 21:25:08'	31.173
'26-Jul-2022 22:25:08'	31.173
'26-Jul-2022 23:25:08'	31.117
'27-Jul-2022 00:25:08'	31.117
'27-Jul-2022 01:25:08'	31.005
'27-Jul-2022 02:25:08'	31.006
'27-Jul-2022 03:25:08'	30.95
'27-Jul-2022 04:25:08'	30.893
'27-Jul-2022 05:25:08'	30.838
'27-Jul-2022 06:25:08'	30.725
'27-Jul-2022 07:25:08'	30.699
'27-Jul-2022 08:25:08'	30.781
'27-Jul-2022 09:25:08'	30.782
'27-Jul-2022 10:25:08'	30.501
'27-Jul-2022 11:25:08'	30.278
'27-Jul-2022 12:25:08'	30.725
'27-Jul-2022 13:25:08'	30.894
'27-Jul-2022 14:25:08'	31.005
'27-Jul-2022 15:25:08'	31.006
'27-Jul-2022 16:25:08'	31.061
'27-Jul-2022 17:25:08'	31.061
'27-Jul-2022 18:25:08'	31.117
'27-Jul-2022 19:25:08'	31.061
'27-Jul-2022 20:25:08'	31.117
'27-Jul-2022 21:25:08'	31.117
'27-Jul-2022 22:25:08'	31.116
'27-Jul-2022 23:25:08'	31.117
'28-Jul-2022 00:25:08'	31.06
'28-Jul-2022 01:25:08'	30.95
'28-Jul-2022 02:25:08'	30.95
'28-Jul-2022 03:25:08'	30.894
'28-Jul-2022 04:25:08'	30.837
'28-Jul-2022 05:25:08'	30.725
'28-Jul-2022 06:25:08'	30.67
'28-Jul-2022 07:25:08'	30.613
'28-Jul-2022 08:25:08'	30.725
'28-Jul-2022 09:25:08'	30.67
'28-Jul-2022 10:25:08'	30.613
'28-Jul-2022 11:25:08'	30.781
'28-Jul-2022 12:25:08'	30.725
'28-Jul-2022 13:25:08'	30.949
'28-Jul-2022 14:25:08'	31.006
'28-Jul-2022 15:25:08'	31.005
'28-Jul-2022 16:25:08'	31.061
'28-Jul-2022 17:25:08'	31
'28-Jul-2022 18:25:08'	31.117
'28-Jul-2022 19:25:08'	31.117
'28-Jul-2022 20:25:08'	31.06
'28-Jul-2022 21:25:08'	31.061
'28-Jul-2022 22:25:08'	31.005
'28-Jul-2022 23:25:08'	31.005
'29-Jul-2022 00:25:08'	30.95
'29-Jul-2022 01:25:08'	30.893
'29-Jul-2022 02:25:08'	30.837
'29-Jul-2022 03:25:08'	30.782
'29-Jul-2022 04:25:08'	30.726
'29-Jul-2022 05:25:08'	30.614
'29-Jul-2022 06:25:08'	30.502
'29-Jul-2022 07:25:08'	30.503
'29-Jul-2022 08:25:08'	30.613
'29-Jul-2022 09:25:08'	30.726
'29-Jul-2022 10:25:08'	30.446
'29-Jul-2022 11:25:08'	30.669
'29-Jul-2022 12:25:08'	30.894
'29-Jul-2022 13:25:08'	30.949
'29-Jul-2022 14:25:08'	30.95
'29-Jul-2022 15:25:08'	31.005
'29-Jul-2022 16:25:08'	31.006
'29-Jul-2022 17:25:08'	31.005
'29-Jul-2022 18:25:08'	31.061
'29-Jul-2022 19:25:08'	31.061
'29-Jul-2022 20:25:08'	31.061
'29-Jul-2022 21:25:08'	31.061
'29-Jul-2022 22:25:08'	31.061
'29-Jul-2022 23:25:08'	31.006
'30-Jul-2022 00:25:08'	31.005
'30-Jul-2022 01:25:08'	30.95
'30-Jul-2022 02:25:08'	30.893
'30-Jul-2022 03:25:08'	30.782
'30-Jul-2022 04:25:08'	30.726
'30-Jul-2022 05:25:08'	30.669
'30-Jul-2022 06:25:08'	30.557
'30-Jul-2022 07:25:08'	30.613
'30-Jul-2022 08:25:08'	30.67
'30-Jul-2022 09:25:08'	30.726
'30-Jul-2022 10:25:08'	30.502
'30-Jul-2022 11:25:08'	30.557
'30-Jul-2022 12:25:08'	30.725
'30-Jul-2022 13:25:08'	30.894
'30-Jul-2022 14:25:08'	30.894
'30-Jul-2022 15:25:08'	30.894
'30-Jul-2022 16:25:08'	30.894
'30-Jul-2022 17:25:08'	30.894
'30-Jul-2022 18:25:08'	30.894
'30-Jul-2022 19:25:08'	30.894
'30-Jul-2022 20:25:08'	30.894
'30-Jul-2022 21:25:08'	30.893
'30-Jul-2022 22:25:08'	30.837
'30-Jul-2022 23:25:08'	30.725
'31-Jul-2022 00:25:08'	30.669
'31-Jul-2022 01:25:08'	30.557
'31-Jul-2022 02:25:08'	30.39
'31-Jul-2022 03:25:08'	30.334
'31-Jul-2022 04:25:08'	30.223
'31-Jul-2022 05:25:08'	30.166
'31-Jul-2022 06:25:08'	30.111
'31-Jul-2022 07:25:08'	30.111
'31-Jul-2022 08:25:08'	30.111
'31-Jul-2022 09:25:08'	30.111
'31-Jul-2022 10:25:08'	30.055
'31-Jul-2022 11:25:08'	30.111
'31-Jul-2022 12:25:08'	30.557
'31-Jul-2022 13:25:08'	30.558
'31-Jul-2022 14:25:08'	30.613
'31-Jul-2022 15:25:08'	30.669
'31-Jul-2022 16:25:08'	30.725
'31-Jul-2022 17:25:08'	30.725
'31-Jul-2022 18:25:08'	30.726
'31-Jul-2022 19:25:08'	30.67
'31-Jul-2022 20:25:08'	30.781
'31-Jul-2022 21:25:08'	30.781
'31-Jul-2022 22:25:08'	30.725
'31-Jul-2022 23:25:08'	30.669
'01-Aug-2022 00:25:08'	30.669
'01-Aug-2022 01:25:08'	30.557
'01-Aug-2022 02:25:08'	30.446
'01-Aug-2022 03:25:08'	30.334
'01-Aug-2022 04:25:08'	30.167
'01-Aug-2022 05:25:08'	30.111
'01-Aug-2022 06:25:08'	30.055
'01-Aug-2022 07:25:08'	29.998
'01-Aug-2022 08:25:08'	30.053
'01-Aug-2022 09:25:08'	30.276
'01-Aug-2022 10:25:08'	30.334
'01-Aug-2022 11:25:08'	30.167
'01-Aug-2022 12:25:08'	30.39
'01-Aug-2022 13:25:08'	30.501
'01-Aug-2022 14:25:08'	30.557
'01-Aug-2022 15:25:08'	30.613
'01-Aug-2022 16:25:08'	30.613
'01-Aug-2022 17:25:08'	30.669
'01-Aug-2022 18:25:08'	30.669
'01-Aug-2022 19:25:08'	30.669
'01-Aug-2022 20:25:08'	30.668
'01-Aug-2022 21:25:08'	30.725
'01-Aug-2022 22:25:08'	30.695
'01-Aug-2022 23:25:08'	30.614
'02-Aug-2022 00:25:08'	30.669
'02-Aug-2022 01:25:08'	30.558
'02-Aug-2022 02:25:08'	30.501
'02-Aug-2022 03:25:08'	30.446
'02-Aug-2022 04:25:08'	30.334
'02-Aug-2022 05:25:08'	30.279
'02-Aug-2022 06:25:08'	30.111
'02-Aug-2022 07:25:08'	30.055
'02-Aug-2022 08:25:08'	30.166
'02-Aug-2022 09:25:08'	30.279
'02-Aug-2022 10:25:08'	30.111
'02-Aug-2022 11:25:08'	30.111
'02-Aug-2022 12:25:08'	30.39
'02-Aug-2022 13:25:08'	30.445
'02-Aug-2022 14:25:08'	30.502
'02-Aug-2022 15:25:08'	30.558
'02-Aug-2022 16:25:08'	30.613
'02-Aug-2022 17:25:08'	30.67
'02-Aug-2022 18:25:08'	30.669
'02-Aug-2022 19:25:08'	30.669
'02-Aug-2022 20:25:08'	30.669
'02-Aug-2022 21:25:08'	30.669
'02-Aug-2022 22:25:08'	30.669
'02-Aug-2022 23:25:08'	30.614
'03-Aug-2022 00:25:08'	30.613
'03-Aug-2022 01:25:08'	30.613
'03-Aug-2022 02:25:08'	30.502
'03-Aug-2022 03:25:08'	30.445
'03-Aug-2022 04:25:08'	30.446
'03-Aug-2022 05:25:08'	30.334
'03-Aug-2022 06:25:08'	30.279
'03-Aug-2022 07:25:08'	30.278
'03-Aug-2022 08:25:08'	30.335
'03-Aug-2022 09:25:08'	30.39
'03-Aug-2022 10:25:08'	30.111
'03-Aug-2022 11:25:08'	30.279
'03-Aug-2022 12:25:08'	30.278
'03-Aug-2022 13:25:08'	30.557
'03-Aug-2022 14:25:08'	30.613
'03-Aug-2022 15:25:08'	30.669
'03-Aug-2022 16:25:08'	30.669
'03-Aug-2022 17:25:08'	30.669
'03-Aug-2022 18:25:08'	30.725
'03-Aug-2022 19:25:08'	30.726
'03-Aug-2022 20:25:08'	30.725
'03-Aug-2022 21:25:08'	30.725
'03-Aug-2022 22:25:08'	30.726
'03-Aug-2022 23:25:08'	30.725
'04-Aug-2022 00:25:08'	30.614
'04-Aug-2022 01:25:08'	30.726
'04-Aug-2022 02:25:08'	30.613
'04-Aug-2022 03:25:08'	30.558
'04-Aug-2022 04:25:08'	30.502
'04-Aug-2022 05:25:08'	30.446
'04-Aug-2022 06:25:08'	30.334
'04-Aug-2022 07:25:08'	30.279
'04-Aug-2022 08:25:08'	30.334
'04-Aug-2022 09:25:08'	30.446
'04-Aug-2022 10:25:08'	30.335
'04-Aug-2022 11:25:08'	30.335
'04-Aug-2022 12:25:08'	30.39
'04-Aug-2022 13:25:08'	30.613
'04-Aug-2022 14:25:08'	30.669
'04-Aug-2022 15:25:08'	30.725
'04-Aug-2022 16:25:08'	30.726
'04-Aug-2022 17:25:08'	30.781
'04-Aug-2022 18:25:08'	30.781
'04-Aug-2022 19:25:08'	30.837
'04-Aug-2022 20:25:08'	30.837
'04-Aug-2022 21:25:08'	30.851
'04-Aug-2022 22:25:08'	30.837
'04-Aug-2022 23:25:08'	30.837
'05-Aug-2022 00:25:08'	30.837
'05-Aug-2022 01:25:08'	30.837
'05-Aug-2022 02:25:08'	30.725
'05-Aug-2022 03:25:08'	30.726
'05-Aug-2022 04:25:08'	30.67
'05-Aug-2022 05:25:08'	30.614
'05-Aug-2022 06:25:08'	30.559
'05-Aug-2022 07:25:08'	30.502
'05-Aug-2022 08:25:08'	30.557
'05-Aug-2022 09:25:08'	30.614
'05-Aug-2022 10:25:08'	30.446
'05-Aug-2022 11:25:08'	30.446
'05-Aug-2022 12:25:08'	30.502
'05-Aug-2022 13:25:08'	30.838
'05-Aug-2022 14:25:08'	30.894
'05-Aug-2022 15:25:08'	30.838
'05-Aug-2022 16:25:08'	30.95
'05-Aug-2022 17:25:08'	30.95
'05-Aug-2022 18:25:08'	31.006
'05-Aug-2022 19:25:08'	31.006
'05-Aug-2022 20:25:08'	31.005
'05-Aug-2022 21:25:08'	31.005
'05-Aug-2022 22:25:08'	30.95
'05-Aug-2022 23:25:08'	31.006
'06-Aug-2022 00:25:08'	30.95
'06-Aug-2022 01:25:08'	30.95
'06-Aug-2022 02:25:08'	30.893
'06-Aug-2022 03:25:08'	30.838
'06-Aug-2022 04:25:08'	30.79
'06-Aug-2022 05:25:08'	30.726
'06-Aug-2022 06:25:08'	30.726
'06-Aug-2022 07:25:08'	30.67
'06-Aug-2022 08:25:08'	30.725
'06-Aug-2022 09:25:08'	30.782
